sample_id,is_listened
0,0.703405072633
1,0.88127208141
2,0.0504720124241
3,0.704974684617
4,0.938971234167
5,0.0856511609275
6,0.468784769247
7,0.255580060681
8,0.3108032225
9,0.620099397777
10,0.71407920447
11,0.898690726834
12,0.682520040449
13,0.938904858458
14,0.404369598192
15,0.9408443538
16,0.36390667923
17,0.871389020214
18,0.561769962432
19,0.591443396336
20,0.934041241357
21,0.640243156104
22,0.793034555994
23,0.937253644032
24,0.714924884358
25,0.87117920696
26,0.43714703312
27,0.763641576092
28,0.935619519126
29,0.594715082069
30,0.461651931132
31,0.932095123865
32,0.61557241535
33,0.672465253419
34,0.594715082069
35,0.504276158472
36,0.476947072892
37,0.71239384532
38,0.921217125897
39,0.548726376408
40,0.678141150603
41,0.930582198654
42,0.856250564172
43,0.934225883808
44,0.675931539847
45,0.511343690748
46,0.484646243126
47,0.915502968696
48,0.927797813297
49,0.0995054909328
50,0.927809009259
51,0.660038225259
52,0.93125140608
53,0.836639987457
54,0.787831508088
55,0.931071230831
56,0.935312532317
57,0.572556698354
58,0.394383602699
59,0.920376028525
60,0.824285756528
61,0.423985057011
62,0.609612101238
63,0.13351778263
64,0.0412102504605
65,0.680461713379
66,0.617808365542
67,0.576724385833
68,0.149129606691
69,0.936652092345
70,0.467326849453
71,0.441816709274
72,0.893084740924
73,0.933548464211
74,0.150767686125
75,0.124567632076
76,0.0577614998043
77,0.422755794477
78,0.803744172435
79,0.0545288473445
80,0.14170377555
81,0.850229806406
82,0.691333524617
83,0.657250943366
84,0.447413337609
85,0.482351417551
86,0.497584177171
87,0.230875765594
88,0.808471742091
89,0.651236349871
90,0.46559357828
91,0.631652302107
92,0.878691960288
93,0.304786170931
94,0.773312316281
95,0.875886713206
96,0.580172128375
97,0.792329232187
98,0.52680894536
99,0.820085413546
100,0.752056110932
101,0.500893174743
102,0.576664483969
103,0.82934340578
104,0.101217656673
105,0.631332972929
106,0.201024599498
107,0.586164916241
108,0.660710512171
109,0.300269408299
110,0.670941920361
111,0.937633024527
112,0.765644597146
113,0.879735131142
114,0.654894569732
115,0.125253901467
116,0.569125782991
117,0.865808771881
118,0.139829390028
119,0.85111606116
120,0.552128523987
121,0.781351196267
122,0.686154262149
123,0.548324925671
124,0.748257874014
125,0.874506225848
126,0.694035740177
127,0.721735073147
128,0.603824693553
129,0.919314982547
130,0.740497501931
131,0.62305605156
132,0.371375263533
133,0.4417963837
134,0.747206779003
135,0.854994106742
136,0.038870199098
137,0.888329998946
138,0.844475349882
139,0.765654276811
140,0.925035620795
141,0.598337546393
142,0.660992664049
143,0.653353690442
144,0.516436265134
145,0.773139759033
146,0.0464776534352
147,0.346768738369
148,0.809701174056
149,0.80674092252
150,0.869415375422
151,0.618665213448
152,0.679901073
153,0.461429386047
154,0.873098225487
155,0.156031821147
156,0.838843997839
157,0.503109869769
158,0.100989865067
159,0.591809604841
160,0.293738442865
161,0.875205235694
162,0.881705712543
163,0.323229763842
164,0.897139267302
165,0.822532606727
166,0.617703739437
167,0.872048092664
168,0.91594166882
169,0.311674209204
170,0.840569069056
171,0.139827308816
172,0.48029005746
173,0.587648325873
174,0.540325701641
175,0.802530441403
176,0.880696774312
177,0.265125861557
178,0.37787905908
179,0.787960404032
180,0.925334534467
181,0.246016290748
182,0.891706944144
183,0.769088194455
