sample_id,is_listened
0,0.703544507395
1,0.880954525202
2,0.0506738584736
3,0.7047456073
4,0.938707528615
5,0.0859391998221
6,0.468776850442
7,0.255943029942
8,0.311318837486
9,0.62018251778
10,0.714074130874
11,0.898559190259
12,0.682660162698
13,0.93872787533
14,0.404352002596
15,0.940503491198
16,0.363880787687
17,0.87107456515
18,0.561533591916
19,0.591344536756
20,0.933829242898
21,0.640309922609
22,0.792711292448
23,0.937026938746
24,0.714705847054
25,0.870936629165
26,0.437516904547
27,0.763469725622
28,0.935395487937
29,0.594723649432
30,0.461578275388
31,0.931916206109
32,0.615589462763
33,0.672480356377
34,0.594723649432
35,0.504433843118
36,0.477226778255
37,0.712203555736
38,0.921088962541
39,0.54868913485
40,0.678119642954
41,0.930427969785
42,0.856098061032
43,0.934023220632
44,0.675889208073
45,0.511343582734
46,0.484593587484
47,0.915279724891
48,0.927555747681
49,0.0998825715295
50,0.927608388348
51,0.660035759455
52,0.931060320949
53,0.836522182662
54,0.78759667498
55,0.930857262698
56,0.935117588745
57,0.572551742043
58,0.394820826926
59,0.920133754177
60,0.824056354449
61,0.423965242467
62,0.609605121049
63,0.133921590383
64,0.0414336273248
65,0.680312773815
66,0.617847486948
67,0.576653581164
68,0.149548124757
69,0.936456042104
70,0.467304502458
71,0.441752217282
72,0.892920127678
73,0.933353549874
74,0.151122051642
75,0.124978590004
76,0.0561547625558
77,0.423034407161
78,0.803500459892
79,0.0547794891911
80,0.142054922449
81,0.849947996556
82,0.69135530976
83,0.657316732819
84,0.447399393251
85,0.482536165532
86,0.497757143441
87,0.231295117176
88,0.808360864272
89,0.650741439235
90,0.465507817023
91,0.631852785766
92,0.878030558844
93,0.30533749378
94,0.77329393419
95,0.875732416714
96,0.580234736725
97,0.792101062049
98,0.527319998806
99,0.819923281361
100,0.75196438238
101,0.501129108979
102,0.576694494704
103,0.829192635567
104,0.101603989656
105,0.631314950565
106,0.201471997844
107,0.586442427278
108,0.660691774244
109,0.300803993948
110,0.670972302332
111,0.937445333789
112,0.765510511567
113,0.879570581764
114,0.654575390094
115,0.125699876654
116,0.569433185004
117,0.865517624542
118,0.140129967349
119,0.85096155827
120,0.552254588267
121,0.781265542338
122,0.686116950528
123,0.548781167101
124,0.748087111847
125,0.87428094485
126,0.693994339211
127,0.721701146302
128,0.604020298341
129,0.919101475322
130,0.740262654157
131,0.623402839341
132,0.371753307796
133,0.442036879075
134,0.746903932926
135,0.854702054171
136,0.0391210992116
137,0.888199680939
138,0.844230257505
139,0.765564898928
140,0.924870837403
141,0.59868987491
142,0.667585857002
143,0.653447651303
144,0.524101543469
145,0.77305553042
146,0.0467237152011
147,0.347347258537
148,0.809585551779
149,0.80659994781
150,0.869146727563
151,0.610533699606
152,0.67991433069
153,0.452913023966
154,0.872850757688
155,0.156516120276
