sample_id,is_listened
0,0.00224470430857
1,0.815198574607
2,0.00223953370545
3,0.471706231467
4,0.999141103623
5,0.227908035709
6,0.00193567282832
7,0.00216714273116
8,0.998945376234
9,0.00240311937631
10,0.688591818376
11,0.939022280806
12,0.657303917262
13,0.998904409635
14,0.00221790686587
15,0.998907091182
16,0.00219163899853
17,0.836160463637
18,0.490452368206
19,0.717829183385
20,0.998893604808
21,0.00225675793653
22,0.732408053479
23,0.998900077131
24,0.998912407989
25,0.881416020254
26,0.999167728483
27,0.723236062426
28,0.999140288854
29,0.00222371397017
30,0.00200726852879
31,0.999136757732
32,0.00222371397017
33,0.00223536723123
34,0.00222371397017
35,0.562853796508
36,0.437599218321
37,0.651076767133
38,0.998668458613
39,0.00205327745265
40,0.639916257153
41,0.999128616293
42,0.833024550661
43,0.998897168832
44,0.631291348944
45,0.00205150999941
46,0.00200414358603
47,0.925278180729
48,0.962223416845
49,0.108513732778
50,0.99890715708
51,0.46261946709
52,0.998904840893
53,0.866217132538
54,0.751706416835
55,0.99890420925
56,0.998904840893
57,0.00223103518987
58,0.4816994161
59,0.944009664868
60,0.831044884072
61,0.00220150433116
62,0.569349519234
63,0.152562539743
64,0.00198841542582
65,0.475249907728
66,0.00223103518987
67,0.53068286647
68,0.00198841542582
69,0.998904840893
70,0.00201586774663
71,0.00199005061555
72,0.918311346454
73,0.99890715708
74,0.202862630124
75,0.234411147007
76,0.0753234371504
77,0.483369265329
78,0.850556074622
79,0.0561357790928
80,0.00223103518987
81,0.99890420925
82,0.00223615058543
83,0.00250802860215
84,0.00192031729972
85,0.405336659737
86,0.499673938581
87,0.312905636563
88,0.720210671825
89,0.574624641982
90,0.37041598928
91,0.559844553353
92,0.752142140239
93,0.296631023479
94,0.732595255132
95,0.869034862964
96,0.461543502681
97,0.74123078644
98,0.441652581491
99,0.720187930583
100,0.629178855618
101,0.404314597267
102,0.488132389049
103,0.837925110365
104,0.155495221294
105,0.51730614226
106,0.24235342306
107,0.523524947392
108,0.528576897896
109,0.48334029612
110,0.578217624632
111,0.998628391308
112,0.683126057554
113,0.936418544265
114,0.59575545448
115,0.132612500224
116,0.477772374669
117,0.838628445488
118,0.230889619548
119,0.690895324317
120,0.480131690598
121,0.577073514074
122,0.549818232565
123,0.508397008503
124,0.648678974177
125,0.809548803414
126,0.583666844459
127,0.556904512982
128,0.71157093757
129,0.998507304328
130,0.620649071718
131,0.502585602239
132,0.33949529327
133,0.333818640071
134,0.9985445059
135,0.893836535343
136,0.00235486627976
137,0.95677363909
138,0.753240428219
139,0.700877148261
140,0.998625849382
141,0.573472666251
142,0.436779221139
143,0.507821645458
144,0.529704721168
145,0.689222953416
146,0.0027817995689
147,0.358749360088
148,0.820071108622
149,0.720802442467
150,0.876179975946
151,0.513878877354
152,0.588676042943
153,0.45988864415
154,0.878664671765
155,0.270950500329
156,0.752668751772
157,0.523894123725
158,0.15019663822
159,0.468140184801
160,0.257321458108
161,0.860456591797
162,0.900906938252
163,0.348443807867
164,0.903052183954
165,0.721342305395
166,0.546795277831
167,0.814083980362
168,0.00226266271382
169,0.344646738932
170,0.835363829291
171,0.185922780148
172,0.413767733184
173,0.526970633668
174,0.556810913534
175,0.674904491355
176,0.82402904982
177,0.074523137529
178,0.81481581022
179,0.685597668783
180,0.998365846672
181,0.469642750891
182,0.923939198993
183,0.736047998557
184,0.998906872672
185,0.00223576998434
186,0.514167081967
187,0.00222371397017
188,0.00202785505967
189,0.405667258152
190,0.00223103518987
191,0.565395976667
192,0.642502609464
193,0.00248041160975
194,0.921971923705
195,0.998904736396
196,0.00220714280329
197,0.860786520054
198,0.773487451761
199,0.961138643288
200,0.860164226908
201,0.909685711245
202,0.00249768772401
203,0.0024193309225
204,0.589211259511
205,0.875165808121
206,0.742939514063
207,0.00220331436943
208,0.862930398193
209,0.860708258732
210,0.949017762529
211,0.527306443446
212,0.00220031010488
213,0.00223208724621
214,0.999149358247
215,0.00222397612313
216,0.00237285824911
